dataset	dataset_display	collector_dataset_identity	dataset_sub_sampling	model	model_display	stratification	stratification_hash	stratification_display	completed_case_count	expected_effective_case_count	coverage_fraction	coverage_status	summed_rejected_prediction_events	summed_truth_positive_events	value	metric	metric_display	aggregation
FR-FCM-ZY34	FR-FCM-ZY34	dataset_name-FR-FCM-ZY34_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	knn	KNN	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	18458607	34456959	0.5357004081526754	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-ZYVT	FR-FCM-ZYVT	dataset_name-FR-FCM-ZYVT_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	knn	KNN	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	284823	18152310	0.015690730270692822	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FlowCyt	FlowCyt	dataset_name-FlowCyt_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	knn	KNN	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	193920	10093411	0.019212533800516	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
Levine	Levine	dataset_name-Levine_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	knn	KNN	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	2	2	1	complete	3233	104184	0.031031636335713736	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
Samusik	Samusik	dataset_name-Samusik_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	knn	KNN	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	72295	2315918	0.031216562935302544	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
15723074	15723074	dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	58300	3085225	0.01889651484089491	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
BodenmillerXL	BodenmillerXL	dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	82551	815010	0.10128832775057975	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z238	FR-FCM-Z238	dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	849576	11931899	0.07120207772459354	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-covid	FR-FCM-Z2KP-covid	dataset_name-FR-FCM-Z2KP-covid_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	307420	17117121	0.017959795925962082	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=1k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-1000_transformation-cofactor-150	1000	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	167591	6293160	0.02663065931900667	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=5k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	5000	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	175478	6293160	0.027883924769114405	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=10k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-10000_transformation-cofactor-150	10000	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	168728	6293160	0.02681133166803323	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=50k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-50000_transformation-cofactor-150	50000	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	173302	6293160	0.027538152533862163	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=100k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-100000_transformation-cofactor-150	1e+05	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	175476	6293160	0.02788360696375112	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	169474	6231509	0.027196301890922408	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z3YR	FR-FCM-Z3YR	dataset_name-FR-FCM-Z3YR_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	979901	81644231	0.012002084997285356	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-ZY34	FR-FCM-ZY34	dataset_name-FR-FCM-ZY34_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	1803968	34456959	0.05235424286861763	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-ZYVT	FR-FCM-ZYVT	dataset_name-FR-FCM-ZYVT_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	110993	18152310	0.0061145385904052985	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FlowCyt	FlowCyt	dataset_name-FlowCyt_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	11016	10093411	0.001091405076044164	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
Levine	Levine	dataset_name-Levine_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	2	2	1	complete	506	104184	0.004856791829839515	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
Samusik	Samusik	dataset_name-Samusik_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	lda	LDA	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	27117	2315918	0.011708963788873353	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
15723074	15723074	dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	3085225	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
BodenmillerXL	BodenmillerXL	dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	815010	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z238	FR-FCM-Z238	dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	11931899	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-covid	FR-FCM-Z2KP-covid	dataset_name-FR-FCM-Z2KP-covid_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	17117121	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=1k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-1000_transformation-cofactor-150	1000	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	6293160	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=5k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	5000	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	6293160	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=10k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-10000_transformation-cofactor-150	10000	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	6293160	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=50k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-50000_transformation-cofactor-150	50000	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	6293160	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy (n=100k)	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-100000_transformation-cofactor-150	1e+05	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	6293160	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z2KP-healthy	FR-FCM-Z2KP-healthy	dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	6231509	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-Z3YR	FR-FCM-Z3YR	dataset_name-FR-FCM-Z3YR_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	81644231	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-ZY34	FR-FCM-ZY34	dataset_name-FR-FCM-ZY34_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	34456959	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FR-FCM-ZYVT	FR-FCM-ZYVT	dataset_name-FR-FCM-ZYVT_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	18152310	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
FlowCyt	FlowCyt	dataset_name-FlowCyt_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	10093411	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
Levine	Levine	dataset_name-Levine_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	2	2	1	complete	0	104184	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
Samusik	Samusik	dataset_name-Samusik_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	not_applicable	random	Random	drop-both	.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3	Drop ungated training + test	5	5	1	complete	0	2315918	0	model_rejection_event_rate	Model-rejection event rate	sum(n_pred_zero_on_truth_positive) / sum(n_truth_positive) across accepted effective folds
